"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"FBXO11"	2.45021147961912e-11	-29.2387497540973	0.397	0.506	8.96801903655395e-07	"0"	"FBXO11"
"KDM6A"	2.52305990482562e-11	-43.6736624346895	0.259	0.379	9.23465155765224e-07	"0"	"KDM6A"
"MIR181A1HG"	2.57074543999741e-11	-5.40250494116232	0.145	0.256	9.40918538493452e-07	"0"	"MIR181A1HG"
"MGAT5"	2.57502185150012e-11	-3.30913172443734	0.22	0.337	9.4248374786756e-07	"0"	"MGAT5"
"NBEA"	2.65521394820263e-11	-59.3038974210449	0.626	0.666	9.71834857181643e-07	"0"	"NBEA"
"SND1"	2.73130894819422e-11	-15.4985977999206	0.265	0.383	9.99686388128566e-07	"0"	"SND1"
"PLPP1"	2.77618894296371e-11	-9.694796298641	0.096	0.201	1.01611291501415e-06	"0"	"PLPP1"
"NEAT1"	2.81025163724007e-11	-107.919395971996	0.257	0.367	1.02858020174624e-06	"0"	"NEAT1"
"NUMB"	3.12815698717606e-11	-9.11180948543354	0.342	0.459	1.14493673887631e-06	"0"	"NUMB"
"MAP4K5"	3.1456336633041e-11	-20.2006847897274	0.236	0.361	1.15133337710593e-06	"0"	"MAP4K5"
"HMBOX1"	3.28203454602775e-11	-9.38781846123366	0.143	0.256	1.20125746419162e-06	"0"	"HMBOX1"
"IMMP2L"	3.3592458635064e-11	-54.051521328091	0.222	0.337	1.22951757850198e-06	"0"	"IMMP2L"
"TRIM2"	3.44706820221982e-11	-26.6796564007388	0.299	0.418	1.26166143269448e-06	"0"	"TRIM2"
"ZFR"	3.46731984631181e-11	-16.1050572185979	0.249	0.37	1.26907373694859e-06	"0"	"ZFR"
"TMEM161B-AS1"	3.47612318098019e-11	-44.0361678073094	0.419	0.52	1.27229584547056e-06	"0"	"TMEM161B-AS1"
"UBE2E3"	3.60843628121374e-11	-17.9802568618353	0.155	0.269	1.32072376328704e-06	"0"	"UBE2E3"
"NCOA1"	3.61805876238782e-11	-19.6454578742302	0.407	0.505	1.32424568762156e-06	"0"	"NCOA1"
"USP14"	3.62604081643118e-11	-1.46464577406041	0.114	0.223	1.32716719922198e-06	"0"	"USP14"
"SMYD3"	4.01839331633262e-11	-42.0322589251508	0.659	0.708	1.4707721377109e-06	"0"	"SMYD3"
"TMEM165"	4.07703915299432e-11	-16.6956031845623	0.167	0.28	1.49223710038745e-06	"0"	"TMEM165"
"OPHN1"	4.19222458671578e-11	-35.4083334106914	0.164	0.282	1.53439612098384e-06	"0"	"OPHN1"
"HIPK2"	4.21026919346888e-11	-20.7930430339745	0.091	0.193	1.54100062750155e-06	"0"	"HIPK2"
"CDK17"	4.23169598148993e-11	-8.00047388319404	0.196	0.319	1.54884304618513e-06	"0"	"CDK17"
"MEF2A"	4.40538143294439e-11	-28.4977014210289	0.329	0.441	1.61241365827198e-06	"0"	"MEF2A"
"UVRAG"	4.48370088542516e-11	-3.45249077167364	0.249	0.372	1.64107936107446e-06	"0"	"UVRAG"
"WAC"	4.62547890558675e-11	-32.5386237598713	0.504	0.599	1.69297153423381e-06	"0"	"WAC"
"RDX"	4.75323184951798e-11	-9.65648488947271	0.136	0.249	1.73973038924208e-06	"0"	"RDX"
"AC105411.1"	4.91217882092137e-11	-40.5761661031249	0.161	0.27	1.79790657024543e-06	"0"	"AC105411.1"
"FOXP1"	4.95436680242837e-11	-47.8040235629653	0.3	0.412	1.81334779335681e-06	"0"	"FOXP1"
"LMO4"	5.52835737251741e-11	-70.5611448042088	0.046	0.134	2.0234340819151e-06	"0"	"LMO4"
"NDFIP1"	6.06771138483549e-11	-9.32638371790547	0.2	0.318	2.22084304396364e-06	"0"	"NDFIP1"
"RAB2A"	6.09662731028413e-11	-10.5504130766214	0.217	0.337	2.23142656183709e-06	"0"	"RAB2A"
"PTPN12"	6.2912498597608e-11	-19.3961029012761	0.109	0.215	2.30266036117105e-06	"0"	"PTPN12"
"FAM155A"	6.31947541476052e-11	-270.831669819957	0.449	0.532	2.3129911965565e-06	"0"	"FAM155A"
"PIAS1"	6.38840794485694e-11	-19.8843457858075	0.323	0.442	2.33822119189709e-06	"0"	"PIAS1"
"UBE2D3"	6.4106197227011e-11	-9.15352238193439	0.207	0.33	2.34635092470583e-06	"0"	"UBE2D3"
"ELP4"	6.68177832148583e-11	-41.4577379708077	0.426	0.538	2.44559768344703e-06	"0"	"ELP4"
"WNK1"	6.85778092731353e-11	-57.4359263582577	0.33	0.445	2.51001639720602e-06	"0"	"WNK1"
"YWHAZ"	7.40466152733542e-11	-3.9050287466911	0.107	0.211	2.71018016562004e-06	"0"	"YWHAZ"
"MARCH6"	7.46793736689141e-11	-28.8564793030975	0.258	0.38	2.73333975565593e-06	"0"	"MARCH6"
"TPI1"	7.6214044518283e-11	-0.290292454301881	0.036	0.12	2.78951024341367e-06	"0"	"TPI1"
"FXR1"	7.6264799022855e-11	-41.2022707769237	0.148	0.259	2.79136790903552e-06	"0"	"FXR1"
"KAT6B"	7.68086638947899e-11	-7.79534610293996	0.294	0.408	2.8112739072132e-06	"0"	"KAT6B"
"ZBTB20"	7.84896023139966e-11	-299.436166655718	0.736	0.79	2.87279793429459e-06	"0"	"ZBTB20"
"AC092957.1"	9.32445090905302e-11	-240.230778148463	0.591	0.664	3.41284227722249e-06	"0"	"AC092957.1"
"FOCAD"	9.7504300731581e-11	-7.17232358978971	0.277	0.395	3.5687549110766e-06	"0"	"FOCAD"
"ARL15"	9.76453558717585e-11	-18.4720773066767	0.214	0.322	3.57391767026223e-06	"0"	"ARL15"
"YWHAB"	9.90181465667014e-11	-0.384654059173293	0.043	0.129	3.62416318248784e-06	"0"	"YWHAB"
"RASA1"	9.9948552585912e-11	-6.32703605203269	0.217	0.336	3.65821697319697e-06	"0"	"RASA1"
"DSCAML1"	1.03922885248028e-10	-38.9816571864242	0.078	0.174	3.80368152296307e-06	"0"	"DSCAML1"
"STRN"	1.06249259017068e-10	-4.28320017187361	0.145	0.258	3.88882912928371e-06	"0"	"STRN"
"PSPC1"	1.06265208193702e-10	-4.50352729667739	0.326	0.44	3.8894128850977e-06	"0"	"PSPC1"
"DSCAM"	1.10026179153169e-10	-62.8760548098358	0.117	0.218	4.02706818318515e-06	"0"	"DSCAM"
"GPM6B"	1.13435928192067e-10	-36.0720438440118	0.057	0.147	4.15186840775783e-06	"0"	"GPM6B"
"HNRNPH3"	1.19345860704865e-10	-11.1627294499077	0.123	0.233	4.36817784765875e-06	"0"	"HNRNPH3"
"CAMTA1"	1.20143723967495e-10	-33.7220173888499	0.588	0.649	4.39738044093429e-06	"0"	"CAMTA1"
"KCTD8"	1.21351113473735e-10	-36.7320027052764	0.42	0.509	4.44157210425217e-06	"0"	"KCTD8"
"MAP4K3"	1.21414288495439e-10	-15.1915298081383	0.409	0.505	4.44388437322155e-06	"0"	"MAP4K3"
"PPP1R12B"	1.23878899701147e-10	-3.63109151055728	0.393	0.486	4.53409160796169e-06	"0"	"PPP1R12B"
"RPL7"	1.24524690441442e-10	-0.359827991515886	0.029	0.108	4.55772819484721e-06	"0"	"RPL7"
"EXOC2"	1.38938607516607e-10	-9.6887468864194	0.106	0.209	5.08529197371534e-06	"0"	"EXOC2"
"ZNF148"	1.47528658190621e-10	-16.4795324583132	0.257	0.37	5.39969641843491e-06	"0"	"ZNF148"
"KALRN"	1.49048781673964e-10	-45.1159079857856	0.035	0.114	5.45533445804874e-06	"0"	"KALRN"
"TBL1XR1"	1.53278073201606e-10	-73.5616437645452	0.433	0.527	5.61013075725198e-06	"0"	"TBL1XR1"
"PSD3"	1.59695247497366e-10	-16.349989884112	0.412	0.504	5.8450057536511e-06	"0"	"PSD3"
"SGMS1"	1.65343240077077e-10	-5.42828888736621	0.174	0.285	6.05172793006111e-06	"0"	"SGMS1"
"SNX2"	1.6658686546025e-10	-2.00889118443769	0.077	0.173	6.0972458627106e-06	"0"	"SNX2"
"RPL37A"	1.79551461916452e-10	-6.72501227994676	0.071	0.164	6.57176305760406e-06	"0"	"RPL37A"
"NCOA7"	1.80470422174834e-10	-3.25484404044191	0.214	0.327	6.60539792202109e-06	"0"	"NCOA7"
"RSRC1"	1.845592031419e-10	-32.0363214367318	0.181	0.291	6.75505139419669e-06	"0"	"RSRC1"
"RAP1B"	1.92284227764614e-10	-5.55281467634687	0.104	0.205	7.03779502041264e-06	"0"	"RAP1B"
"NEGR1"	1.96771792081599e-10	-59.123520461839	0.699	0.725	7.20204436197861e-06	"0"	"NEGR1"
"PHC3"	1.99058381463441e-10	-4.8920431916158	0.216	0.331	7.2857358199434e-06	"0"	"PHC3"
"NUFIP2"	2.05695303410451e-10	-6.84999672785772	0.135	0.244	7.52865380012593e-06	"0"	"NUFIP2"
"STOX2"	2.15131979378638e-10	-5.95063373724377	0.161	0.272	7.87404557723755e-06	"0"	"STOX2"
"APC"	2.16829544545414e-10	-14.0454986613643	0.212	0.323	7.93617815990668e-06	"0"	"APC"
"DNAJC6"	2.17965983005242e-10	-8.12821142720246	0.27	0.39	7.97777294397486e-06	"0"	"DNAJC6"
"PLCB1"	2.30331078911793e-10	-52.7507938041426	0.503	0.574	8.43034781925053e-06	"0"	"PLCB1"
"RPS6"	2.3072315270717e-10	-0.509144287344327	0.026	0.101	8.44469811223512e-06	"0"	"RPS6"
"ARHGAP12"	2.30824075010292e-10	-21.4826733387993	0.074	0.166	8.44839196945168e-06	"0"	"ARHGAP12"
"TENT2"	2.34598039251711e-10	-10.40881462028	0.217	0.332	8.58652283465187e-06	"0"	"TENT2"
"ETV1"	2.4032431827422e-10	-13.1108882248917	0.394	0.48	8.79611037315471e-06	"0"	"ETV1"
"TSC22D1"	2.4131305874086e-10	-9.27697800741288	0.21	0.323	8.8322992629742e-06	"0"	"TSC22D1"
"OSBPL6"	2.54538225457048e-10	-20.8851833327792	0.116	0.221	9.3163535899534e-06	"0"	"OSBPL6"
"TNR"	2.5609786458204e-10	-104.56334820265	0.033	0.111	9.37343794156724e-06	"0"	"TNR"
"CPEB4"	2.66336155394781e-10	-9.79237733769529	0.317	0.421	9.74816962360439e-06	"0"	"CPEB4"
"HDAC2"	2.73223409291362e-10	-2.18388773141709	0.074	0.168	1.00002500034731e-05	"0"	"HDAC2"
"USP15"	2.76423625060569e-10	-16.1309390274929	0.257	0.377	1.01173811008419e-05	"0"	"USP15"
"PIBF1"	2.76889286278093e-10	-28.476406024649	0.23	0.346	1.01344247670645e-05	"0"	"PIBF1"
"SGCZ"	2.7857205244779e-10	-179.357126194418	0.233	0.345	1.01960156916416e-05	"0"	"SGCZ"
"RAB7A"	2.99370162232944e-10	-10.2966292530339	0.199	0.309	1.0957247307888e-05	"0"	"RAB7A"
"SCFD1"	3.08413124539076e-10	-5.12908050680761	0.165	0.276	1.12882287712547e-05	"0"	"SCFD1"
"PEBP1"	3.11341477149495e-10	-1.20335749350369	0.038	0.118	1.13954094051487e-05	"0"	"PEBP1"
"AGPS"	3.30090140806779e-10	-2.18473262598684	0.08	0.177	1.20816292436689e-05	"0"	"AGPS"
"EPC1"	3.31173255987248e-10	-15.3555437184888	0.345	0.455	1.21212723423893e-05	"0"	"EPC1"
"RAPGEF6"	3.34268433870269e-10	-6.30386076062077	0.388	0.489	1.22345589480857e-05	"0"	"RAPGEF6"
"SCAF8"	3.41021403414918e-10	-5.13653463021893	0.223	0.342	1.24817243863894e-05	"0"	"SCAF8"
"NR3C2"	3.4554221309081e-10	-8.31069583528301	0.057	0.145	1.26471905413367e-05	"0"	"NR3C2"
"ADAM22"	3.49384423184043e-10	-23.9984762511808	0.613	0.655	1.27878192729592e-05	"0"	"ADAM22"
"SESTD1"	3.58818067624764e-10	-3.17029945307533	0.143	0.252	1.3133100093134e-05	"0"	"SESTD1"
"SOS1"	3.80180928350382e-10	-11.0138464376132	0.328	0.435	1.39150021585523e-05	"0"	"SOS1"
"PABPC1"	4.11403327759049e-10	-1.81819518539357	0.132	0.238	1.5057773199309e-05	"0"	"PABPC1"
"ASH1L"	4.11677519449783e-10	-20.8614201469486	0.622	0.689	1.50678088893815e-05	"0"	"ASH1L"
"WDFY2"	4.38160909877091e-10	-4.00139905940994	0.114	0.217	1.60371274624114e-05	"0"	"WDFY2"
"TTN-AS1"	4.38800906372648e-10	-7.11417319957921	0.052	0.138	1.60605519741453e-05	"0"	"TTN-AS1"
"CDH2"	4.4340853821807e-10	-14.2170523712184	0.183	0.285	1.62291959073196e-05	"0"	"CDH2"
"CMSS1"	4.52460780424387e-10	-19.0009832465407	0.199	0.307	1.6560517024313e-05	"0"	"CMSS1"
"ATP2C1"	4.527756204622e-10	-47.9037869650081	0.223	0.333	1.6572040484537e-05	"0"	"ATP2C1"
"FAF1"	4.73651317494163e-10	-22.274137564519	0.517	0.61	1.73361118716039e-05	"0"	"FAF1"
"SCD5"	5.17815797785546e-10	-22.1133964636938	0.086	0.179	1.89525760147488e-05	"0"	"SCD5"
"RABGAP1L"	5.43606274743038e-10	-27.3645651149867	0.764	0.757	1.98965332618699e-05	"0"	"RABGAP1L"
"POLK"	5.45176150102732e-10	-2.66533436496542	0.154	0.261	1.99539922699101e-05	"0"	"POLK"
"SYBU"	5.51182586360171e-10	-4.30786747606632	0.17	0.276	2.01738338433686e-05	"0"	"SYBU"
"GAPVD1"	5.57225345564077e-10	-1.88800373605133	0.249	0.366	2.03950048729908e-05	"0"	"GAPVD1"
"AGO3"	5.5824992345838e-10	-18.4399440196618	0.304	0.418	2.04325054485002e-05	"0"	"AGO3"
"SAMD12"	5.64142245921462e-10	-12.2955301083348	0.339	0.45	2.06481703429714e-05	"0"	"SAMD12"
"NIPSNAP2"	5.69870714175714e-10	-51.2210886376589	0.199	0.308	2.08578380095453e-05	"0"	"NIPSNAP2"
"FAM49B"	5.82970023873199e-10	-27.9786186813178	0.225	0.332	2.1337285843783e-05	"0"	"FAM49B"
"RNF13"	5.83632895929377e-10	-10.5979502709682	0.157	0.261	2.13615476239111e-05	"0"	"RNF13"
"ARID2"	5.86078314411698e-10	-15.5521145168091	0.275	0.38	2.14510523857826e-05	"0"	"ARID2"
"AC080079.2"	5.98719025945708e-10	-3.23023118067678	0.094	0.19	2.19137150686389e-05	"0"	"AC080079.2"
"LSAMP"	6.14556261389494e-10	-221.489476641195	0.704	0.722	2.24933737231169e-05	"0"	"LSAMP"
"PPP6R3"	6.45994557811909e-10	-28.1236321009638	0.391	0.494	2.36440468104737e-05	"0"	"PPP6R3"
"FAM110B"	6.6129719134607e-10	-4.87102132649554	0.178	0.283	2.42041385004575e-05	"0"	"FAM110B"
"RNGTT"	7.00601761711404e-10	-7.1562484049818	0.213	0.325	2.56427250803991e-05	"0"	"RNGTT"
"TNKS"	7.13647285735502e-10	-32.0468235113335	0.37	0.481	2.61202043052051e-05	"0"	"TNKS"
"SAMD4A"	7.51138855108851e-10	-23.8489033665936	0.142	0.245	2.74924332358391e-05	"0"	"SAMD4A"
"DYNC1I2"	7.5673234942482e-10	-1.96611532284331	0.203	0.314	2.76971607212979e-05	"0"	"DYNC1I2"
"NDUFS4"	7.67962966792549e-10	-8.3559849629605	0.113	0.213	2.81082125475741e-05	"0"	"NDUFS4"
"NFIA"	7.90981772175697e-10	-179.255705500109	0.719	0.76	2.89507238434027e-05	"0"	"NFIA"
"NLK"	8.22502239296784e-10	-3.63427204479313	0.101	0.198	3.01044044605016e-05	"0"	"NLK"
"RCAN2"	8.52086424907584e-10	-5.56300715467972	0.172	0.274	3.11872152380425e-05	"0"	"RCAN2"
"ATXN7"	8.61402767564981e-10	-2.1051741279798	0.084	0.177	3.15282026956459e-05	"0"	"ATXN7"
"AGTPBP1"	8.77362716191055e-10	-34.183152035086	0.317	0.425	3.21123527753088e-05	"0"	"AGTPBP1"
"PCNX1"	8.81155943042974e-10	-31.3455918230458	0.333	0.434	3.22511886713159e-05	"0"	"PCNX1"
"PEAK1"	8.82194019636838e-10	-36.4725927279258	0.177	0.282	3.22891833127279e-05	"0"	"PEAK1"
"LRFN5"	8.86613913761052e-10	-27.2554455276865	0.043	0.122	3.24509558575683e-05	"0"	"LRFN5"
"RAPGEF4"	9.09074555751696e-10	-26.3270654770257	0.328	0.429	3.32730378150678e-05	"0"	"RAPGEF4"
"CAPZA2"	9.17232668515324e-10	-1.14256895291997	0.12	0.223	3.35716329003294e-05	"0"	"CAPZA2"
"SERINC1"	9.51334671093546e-10	-0.716342312785709	0.072	0.164	3.48198002966949e-05	"0"	"SERINC1"
"RELCH"	9.90307190612192e-10	-2.18312766300313	0.236	0.343	3.62462334835968e-05	"0"	"RELCH"
"WDFY3"	9.98543635472588e-10	-39.3075785275576	0.529	0.603	3.65476956019322e-05	"0"	"WDFY3"
"ACBD6"	1.00095522792411e-09	-10.119695014617	0.29	0.399	3.66359622972504e-05	"0"	"ACBD6"
"BMPR1A"	1.00259196000161e-09	-10.8526271660257	0.212	0.317	3.6695868328019e-05	"0"	"BMPR1A"
"TFDP2"	1.01946485327251e-09	-45.7868520872784	0.348	0.454	3.73134330946271e-05	"0"	"TFDP2"
"KLHDC10"	1.01969836999684e-09	-8.90082039105367	0.2	0.304	3.73219800402543e-05	"0"	"KLHDC10"
"ZIC1"	1.0485894858659e-09	-26.538848708925	0.296	0.402	3.83794237721778e-05	"0"	"ZIC1"
"KIAA0825"	1.07788670836644e-09	-17.2680056070214	0.21	0.321	3.94517314129202e-05	"0"	"KIAA0825"
"SMG7"	1.13740104652193e-09	-13.9074166897556	0.141	0.244	4.16300157037493e-05	"0"	"SMG7"
"ADNP"	1.17818131259716e-09	-4.83326968542739	0.209	0.318	4.31226142223688e-05	"0"	"ADNP"
"YWHAQ"	1.19757980604305e-09	-2.13880783839959	0.138	0.238	4.38326184809815e-05	"0"	"YWHAQ"
"CLCN3"	1.2110303017826e-09	-11.1378602601405	0.12	0.219	4.43249200755449e-05	"0"	"CLCN3"
"PCMTD1"	1.228669820672e-09	-4.60095909937875	0.249	0.354	4.49705441064159e-05	"0"	"PCMTD1"
"ZNF292"	1.23135166696807e-09	-9.59310476399935	0.422	0.535	4.50687023626985e-05	"0"	"ZNF292"
"BTBD9"	1.28283880537086e-09	-50.737736491525	0.219	0.333	4.69531831153787e-05	"0"	"BTBD9"
"OLA1"	1.28864572457868e-09	-4.87032360629415	0.223	0.332	4.71657221653044e-05	"0"	"OLA1"
"SNX13"	1.29586390897183e-09	-9.70997514011124	0.168	0.272	4.74299149322779e-05	"0"	"SNX13"
"RBPJ"	1.30757557764558e-09	-17.9265480992681	0.18	0.286	4.7858573717406e-05	"0"	"RBPJ"
"RBM26"	1.34380092656637e-09	-18.2742607460924	0.38	0.476	4.91844577132558e-05	"0"	"RBM26"
"ATF2"	1.34917703719772e-09	-9.13382476460527	0.151	0.256	4.93812287384737e-05	"0"	"ATF2"
"NSF"	1.35464515852473e-09	-1.20781276679347	0.162	0.267	4.95813674471637e-05	"0"	"NSF"
"SIK3"	1.35837494536808e-09	-24.595383230889	0.517	0.593	4.97178813754173e-05	"0"	"SIK3"
"ACTR3"	1.37098882448265e-09	-1.02111051773627	0.07	0.157	5.01795619648895e-05	"0"	"ACTR3"
"MTX2"	1.38037509818887e-09	-0.819328862490606	0.035	0.11	5.05231089688107e-05	"0"	"MTX2"
"WDR33"	1.43498887099131e-09	-5.9888564507445	0.342	0.454	5.25220276671529e-05	"0"	"WDR33"
"UBAC2"	1.44048824116228e-09	-8.32931138711261	0.21	0.317	5.27233101147807e-05	"0"	"UBAC2"
"GRID2"	1.47232479911417e-09	-882.742843478646	0.78	0.766	5.38885599723777e-05	"0"	"GRID2"
"BBX"	1.48020751902234e-09	-3.56174479261806	0.129	0.23	5.41770754037365e-05	"0"	"BBX"
"KAT2B"	1.58806549773753e-09	-31.7167555630485	0.139	0.239	5.81247852826914e-05	"0"	"KAT2B"
"NUCKS1"	1.67270864986237e-09	-6.53984048948461	0.306	0.408	6.12228092936127e-05	"0"	"NUCKS1"
"UBR5"	1.67497989658435e-09	-59.0287451062555	0.467	0.546	6.1305939194884e-05	"0"	"UBR5"
"APBA1"	1.77040673675605e-09	-14.1195632406996	0.31	0.418	6.47986569720082e-05	"0"	"APBA1"
"FGF14"	1.8155009007937e-09	-220.103219541501	0.9	0.865	6.64491484699504e-05	"0"	"FGF14"
"CHST11"	1.91192882023706e-09	-38.6484275459378	0.074	0.16	6.99785067494967e-05	"0"	"CHST11"
"CUL3"	1.97673488620533e-09	-32.1799039259361	0.239	0.343	7.23504735700014e-05	"0"	"CUL3"
"LRCH3"	2.00906448759383e-09	-14.3993821955951	0.357	0.465	7.35337693104218e-05	"0"	"LRCH3"
"FER"	2.00973889948193e-09	-19.1081914122258	0.239	0.339	7.3558453459938e-05	"0"	"FER"
"MRPS28"	2.01055949018639e-09	-2.23930858176047	0.09	0.18	7.3588487900312e-05	"0"	"MRPS28"
"CALD1"	2.07083095595187e-09	-33.6549438191115	0.228	0.329	7.57944838187943e-05	"0"	"CALD1"
"OCIAD1"	2.10490310555169e-09	-13.4783643782807	0.172	0.278	7.70415585662973e-05	"0"	"OCIAD1"
"ADD1"	2.13652866779265e-09	-3.5268612239642	0.303	0.421	7.81990857698786e-05	"0"	"ADD1"
"CASK"	2.20315814160992e-09	-21.4170977356175	0.293	0.396	8.06377911410645e-05	"0"	"CASK"
"ABHD6"	2.20454822946122e-09	-1.34977789756532	0.122	0.221	8.06886697465102e-05	"0"	"ABHD6"
"MTA3"	2.26784678518761e-09	-5.21801619357659	0.165	0.271	8.30054601846516e-05	"0"	"MTA3"
"PTPRE"	2.27177643162795e-09	-15.1235669873905	0.126	0.222	8.31492891740148e-05	"0"	"PTPRE"
"C1orf21"	2.29734083844802e-09	-8.58234205721867	0.261	0.366	8.4084972028036e-05	"0"	"C1orf21"
"ATG7"	2.32508474177593e-09	-25.980623165381	0.242	0.35	8.51004266337408e-05	"0"	"ATG7"
"KANSL1"	2.34331483605463e-09	-33.8644199552683	0.497	0.573	8.57676663144355e-05	"0"	"KANSL1"
"UHRF1BP1L"	2.36927579534865e-09	-1.41367074571727	0.19	0.296	8.6717863385556e-05	"0"	"UHRF1BP1L"
"CAMK1D"	2.44757747357056e-09	-13.0886876863277	0.39	0.487	8.95837831101559e-05	"0"	"CAMK1D"
"NELL2"	2.48630347196488e-09	-46.7608141461	0.249	0.353	9.10011933773867e-05	"0"	"NELL2"
"TRPC1"	2.4994694282253e-09	-16.0107476026401	0.23	0.336	9.14830805424741e-05	"0"	"TRPC1"
"PREPL"	2.57521717145299e-09	-10.169004689507	0.307	0.417	9.4255523692351e-05	"0"	"PREPL"
"FTO"	2.64861530281635e-09	-9.87871271898008	0.386	0.484	9.69419686983811e-05	"0"	"FTO"
"ITM2B"	2.65403338372956e-09	-12.2918341450782	0.229	0.337	9.71402758778857e-05	"0"	"ITM2B"
"NLGN4X"	2.68356742790813e-09	-34.5836173163051	0.258	0.36	9.82212514288656e-05	"0"	"NLGN4X"
"DYRK1A"	2.72780110403298e-09	-68.8857595161085	0.359	0.463	9.9840248208711e-05	"0"	"DYRK1A"
"SBF2"	2.73574517323526e-09	-9.78450119537777	0.432	0.518	0.000100131009085584	"0"	"SBF2"
"WWP1"	2.77361137188177e-09	-18.333421763543	0.119	0.216	0.000101516949822245	"0"	"WWP1"
"DPH6"	2.82966900432713e-09	-11.2145548195245	0.133	0.234	0.000103568715227377	"0"	"DPH6"
"EPG5"	2.83619883606223e-09	-3.94702260192531	0.155	0.255	0.000103807713598714	"0"	"EPG5"
"RAB1A"	2.89208310702087e-09	-13.4580719489439	0.21	0.32	0.000105853133800071	"0"	"RAB1A"
"ASCC3"	2.9019436228996e-09	-5.33471669430537	0.241	0.35	0.000106214038541748	"0"	"ASCC3"
"DPYSL2"	2.99737681189315e-09	-8.96525630962447	0.338	0.44	0.000109706988692101	"0"	"DPYSL2"
"KRIT1"	2.99804014738349e-09	-1.41934731737634	0.168	0.273	0.000109731267434383	"0"	"KRIT1"
"SH3GL2"	3.06658697014805e-09	-23.4610038540039	0.591	0.64	0.000112240149694389	"0"	"SH3GL2"
"NRXN1"	3.10100723863536e-09	-186.921168143363	0.886	0.852	0.000113499965941293	"0"	"NRXN1"
"HERC4"	3.13812824441322e-09	-17.3925460361602	0.275	0.376	0.000114858631873768	"0"	"HERC4"
"GTF2IRD1"	3.19106194912626e-09	-6.54474428341853	0.112	0.206	0.00011679605839997	"0"	"GTF2IRD1"
"DNM3"	3.25031047043099e-09	-45.8088781640587	0.686	0.7	0.000118964613528245	"0"	"DNM3"
"PTCH1"	3.29925258444274e-09	-64.4742655157105	0.142	0.239	0.000120755943843189	"0"	"PTCH1"
"RIC1"	3.41291255253245e-09	-4.5312530696779	0.152	0.254	0.00012491601233524	"0"	"RIC1"
"RAP1A"	3.42727474254426e-09	-9.08103613002007	0.132	0.228	0.000125441682851862	"0"	"RAP1A"
"MAP2K5"	3.47823302219193e-09	-13.3097620450009	0.254	0.357	0.000127306806845247	"0"	"MAP2K5"
"PPP1CB"	3.48266471400552e-09	-1.74341559050205	0.081	0.169	0.000127469011197316	"0"	"PPP1CB"
"KMT2C"	3.6515337711313e-09	-55.1297322497001	0.559	0.626	0.000133649787557177	"0"	"KMT2C"
"ARID4B"	3.70959385269103e-09	-67.9778502061171	0.533	0.615	0.000135774844602344	"0"	"ARID4B"
"TIAM2"	3.77841799746405e-09	-14.5676346623579	0.238	0.345	0.000138293877125182	"0"	"TIAM2"
"YWHAG"	3.88554946130078e-09	-1.22396462141995	0.072	0.159	0.00014221499583307	"0"	"YWHAG"
"PLXDC2"	3.92749956508144e-09	-139.536994106593	0.062	0.143	0.000143750411581546	"0"	"PLXDC2"
"IGF1R"	3.94314211954123e-09	-13.9428902504722	0.422	0.509	0.000144322944717329	"0"	"IGF1R"
"LCORL"	3.99718107726023e-09	-65.2306184801685	0.175	0.277	0.000146300824608802	"0"	"LCORL"
"DARS"	4.273523074487e-09	-1.40971292454402	0.055	0.134	0.000156415218049299	"0"	"DARS"
"MEIS1"	4.36381686109356e-09	-22.0227111717963	0.351	0.444	0.000159720060932885	"0"	"MEIS1"
"FAM126B"	4.38997358426442e-09	-21.7543518154479	0.264	0.375	0.000160677423157662	"0"	"FAM126B"
"TMEM178B"	4.44273858777721e-09	-14.7406017350271	0.17	0.27	0.000162608675051234	"0"	"TMEM178B"
"CELF2"	4.50215307456732e-09	-74.1055293819843	0.471	0.547	0.000164783304682238	"0"	"CELF2"
"SACS"	4.61588162196529e-09	-1.56592588270219	0.038	0.11	0.000168945883245551	"0"	"SACS"
"CAB39"	4.69810208619986e-09	-2.31706140623329	0.13	0.226	0.000171955234457001	"0"	"CAB39"
"TULP4"	4.80636202454767e-09	-2.53963961724609	0.243	0.354	0.000175917656460469	"0"	"TULP4"
"FAM120A"	4.86438508528225e-09	-2.80045059028264	0.155	0.256	0.000178041358506416	"0"	"FAM120A"
"SGCE"	4.88181999539072e-09	-2.72330228894113	0.12	0.216	0.000178679493651296	"0"	"SGCE"
"EEF2"	4.89869505952509e-09	-0.36082766036096	0.032	0.102	0.000179297137873678	"0"	"EEF2"
"VWA8"	4.96321293225985e-09	-15.3230572617514	0.286	0.387	0.000181658556533643	"0"	"VWA8"
"PTBP2"	5.02172384761065e-09	-7.27152106534014	0.328	0.42	0.000183800114546397	"0"	"PTBP2"
"UPF2"	5.04385201915574e-09	-3.00592681967111	0.187	0.295	0.000184610027753119	"0"	"UPF2"
"CNTLN"	5.20087333255082e-09	-13.9352422406043	0.178	0.281	0.000190357164844693	"0"	"CNTLN"
"TAOK3"	5.24756655275294e-09	-8.71581819201536	0.214	0.318	0.00019206618339731	"0"	"TAOK3"
"MYO6"	5.39689098198357e-09	-14.4982148821917	0.283	0.379	0.000197531606831581	"0"	"MYO6"
