"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"AC009899.1.5"	0.0029953089383226	-7.16557705167408	0.042	0.175	1	"7"	"AC009899.1"
"GDNF-AS1.4"	0.00299763339683025	-3.26906556263866	0.056	0.191	1	"7"	"GDNF-AS1"
"PLEKHO1.3"	0.00300641674200432	-0.486642179019666	0.028	0.154	1	"7"	"PLEKHO1"
"RAB14.3"	0.00302567596508955	-0.951254887612239	0.306	0.166	1	"7"	"RAB14"
"ECE2.3"	0.00302958496412209	-0.702501844914372	0.083	0.231	1	"7"	"ECE2"
"CRTC3.4"	0.00303788943962713	0.288646070666379	0.5	0.339	1	"7"	"CRTC3"
"FRAS1.2"	0.00304379590975833	-6.32804198183247	0.014	0.132	1	"7"	"FRAS1"
"RGS17.5"	0.00305318101566933	-1.49468333354998	0.042	0.181	1	"7"	"RGS17"
"ZNF280D.6"	0.00305976052306136	-2.85258451505425	0.611	0.424	1	"7"	"ZNF280D"
"ABCC5.6"	0.00306053820748199	-0.861578731048315	0.611	0.419	1	"7"	"ABCC5"
"AC092535.4.4"	0.00306199412953963	-1.42917208583292	0.042	0.175	1	"7"	"AC092535.4"
"CCND3.3"	0.00309247944531258	-23.7109542464203	0.069	0.213	1	"7"	"CCND3"
"EML6.3"	0.0030991451077352	-10.1486851362019	0.056	0.193	1	"7"	"EML6"
"H2AFY2.3"	0.00311245096696309	-0.707742420535711	0.028	0.153	1	"7"	"H2AFY2"
"AC080132.1.4"	0.00313324972498658	-4.73161730303544	0.042	0.172	1	"7"	"AC080132.1"
"PGBD5.4"	0.003160460806705	-1.92596088071223	0.222	0.404	1	"7"	"PGBD5"
"KDM6A.6"	0.0031751437792445	-41.4356159751733	0.597	0.411	1	"7"	"KDM6A"
"PLXNB2"	0.00321762381518869	-0.446206252994936	0.042	0.173	1	"7"	"PLXNB2"
"SPPL3.5"	0.00323127905381001	-17.5578342880153	0.486	0.341	1	"7"	"SPPL3"
"ARHGAP17.4"	0.00325410446190574	-0.774010725701581	0.389	0.238	1	"7"	"ARHGAP17"
"EWSR1.4"	0.00327246114932621	-11.0695877758337	0.264	0.439	1	"7"	"EWSR1"
"RNF138.2"	0.00327665162145668	0.39248635889746	0.292	0.158	1	"7"	"RNF138"
"XPO6.5"	0.00328580077771752	-0.515240021198514	0.417	0.255	1	"7"	"XPO6"
"GSR.5"	0.00332933521780726	-1.12277507777736	0.097	0.245	1	"7"	"GSR"
"REEP2.2"	0.00334953897416287	-0.499306967422636	0.056	0.191	1	"7"	"REEP2"
"ANKUB1.3"	0.00336537382319791	-10.1434815197491	0.014	0.13	1	"7"	"ANKUB1"
"PLEC.1"	0.00338707840652104	-0.452282227156278	0.028	0.152	1	"7"	"PLEC"
"MPZL1.3"	0.00338805113862833	-13.0173141758592	0	0.107	1	"7"	"MPZL1"
"INTS6L.2"	0.00339398551957263	-1.95140266509844	0.111	0.263	1	"7"	"INTS6L"
"ZNF519.5"	0.00339680118817782	-2.40511118440216	0.069	0.214	1	"7"	"ZNF519"
"MEIS2.5"	0.00339812882822551	-20.5627234204717	0.361	0.212	1	"7"	"MEIS2"
"GABRA6.5"	0.00340583818905701	-1.47675335517495	0.042	0.171	1	"7"	"GABRA6"
"PITPNM2.2"	0.00341423376139137	-4.62962886616238	0.083	0.228	1	"7"	"PITPNM2"
"MBD5.6"	0.00344587646129445	-86.43466107869	0.625	0.754	1	"7"	"MBD5"
"SPIN3.3"	0.00345282668358141	-2.05263437893485	0.056	0.188	1	"7"	"SPIN3"
"LRBA.6"	0.00346872186288864	-18.2138052581565	0.417	0.556	1	"7"	"LRBA"
"MSRB3.5"	0.00351333998285004	-1.36241293020874	0	0.106	1	"7"	"MSRB3"
"TXNDC16.4"	0.00352400147026707	-3.19704066486835	0.194	0.357	1	"7"	"TXNDC16"
"P3H3"	0.0035412529874076	-0.321867179151894	0	0.106	1	"7"	"P3H3"
"CFLAR.5"	0.00354660589488865	-4.04449603827825	0.278	0.436	1	"7"	"CFLAR"
"DLG3.4"	0.00357180687910859	-0.44299472165311	0.014	0.129	1	"7"	"DLG3"
"IFT122.3"	0.00358681251416086	-1.24729615584475	0.083	0.223	1	"7"	"IFT122"
"C8orf34.5"	0.00359941927677456	-16.4617747082865	0.056	0.193	1	"7"	"C8orf34"
"KRIT1.6"	0.0036099921540162	-0.621544492965182	0.458	0.294	1	"7"	"KRIT1"
"NFE2L2.4"	0.00362557546978285	0.321950475201409	0.306	0.175	1	"7"	"NFE2L2"
"RNF152.5"	0.00363962707950057	-12.3134255578857	0.125	0.267	1	"7"	"RNF152"
"BEGAIN"	0.00364102765019891	-0.345043964321338	0.014	0.129	1	"7"	"BEGAIN"
"MAPK8IP1"	0.00365605679552035	0.288893393628704	0.167	0.075	1	"7"	"MAPK8IP1"
"B4GALNT1.1"	0.00366585261616148	-0.302722888378759	0	0.105	1	"7"	"B4GALNT1"
"SF3B1.4"	0.00367874825040105	-1.19430585416224	0.639	0.486	1	"7"	"SF3B1"
"FAM149B1.2"	0.00369627322802814	0.257716285450704	0.222	0.111	1	"7"	"FAM149B1"
"PSIP1.4"	0.00375003101511696	-8.97294008989078	0.264	0.437	1	"7"	"PSIP1"
"SMIM12.3"	0.00382175065594934	-2.11524782004425	0.028	0.149	1	"7"	"SMIM12"
"SLC25A44"	0.0038326244026538	0.29037192331101	0.153	0.067	1	"7"	"SLC25A44"
"PPP3CB.3"	0.00384953103348143	-3.45048111756611	0.361	0.534	1	"7"	"PPP3CB"
"NMRAL1"	0.00386080373622825	0.431464317163266	0.125	0.049	1	"7"	"NMRAL1"
"PSMA1.2"	0.00386210476645453	-9.18941430589238	0.222	0.377	1	"7"	"PSMA1"
"TTC39C.3"	0.00388373094798583	-10.1424690089378	0	0.104	1	"7"	"TTC39C"
"ARHGEF2.3"	0.00388452683845284	0.65007105404639	0.5	0.368	1	"7"	"ARHGEF2"
"BRF1.1"	0.00388766738280065	0.587971322847015	0.319	0.19	1	"7"	"BRF1"
"SLF1.3"	0.00389209498526762	-1.66620855665429	0.097	0.249	1	"7"	"SLF1"
"TTBK2.3"	0.00394842253473726	-12.7262318874822	0.514	0.335	1	"7"	"TTBK2"
"TMOD3.2"	0.00394852768722947	-0.950137621175132	0.028	0.152	1	"7"	"TMOD3"
"NT5C3A.4"	0.0040252966482884	-1.70911919633585	0.264	0.138	1	"7"	"NT5C3A"
"GCNT1.4"	0.00403857864643199	13.1791655465767	0.111	0.26	1	"7"	"GCNT1"
"HPCAL1.3"	0.00404758573790285	-1.58763628632719	0.139	0.286	1	"7"	"HPCAL1"
"SDC2.3"	0.00405482763766753	-17.2885967074943	0.028	0.147	1	"7"	"SDC2"
"C8orf86.5"	0.00406945242382792	-0.923672987769092	0.042	0.171	1	"7"	"C8orf86"
"ZBTB8OS.4"	0.00407006624006202	-1.67474237174349	0.514	0.326	1	"7"	"ZBTB8OS"
"ROR1.6"	0.00411048057370975	-166.334680119311	0.264	0.433	1	"7"	"ROR1"
"PALLD.2"	0.00417104744449696	-10.140570438775	0.028	0.147	1	"7"	"PALLD"
"CEP97.4"	0.00418550836904415	-1.31682765422927	0.333	0.193	1	"7"	"CEP97"
"ASAP2.4"	0.00421193808855992	-4.58053359725646	0.111	0.254	1	"7"	"ASAP2"
"ARFIP1.3"	0.00421377940126115	-0.790898603340924	0.347	0.204	1	"7"	"ARFIP1"
"SCAMP5.4"	0.00424352587136407	-1.61908730166079	0.194	0.361	1	"7"	"SCAMP5"
"MKNK2.1"	0.00424664848761084	-0.290714554750948	0.042	0.174	1	"7"	"MKNK2"
"GDPD5.2"	0.00425237172146036	-0.584082900887964	0.028	0.147	1	"7"	"GDPD5"
"UPP2.2"	0.00427112285006218	-6.0123500477631	0.014	0.125	1	"7"	"UPP2"
"POU2F1.5"	0.00432682281325737	-27.7485035227945	0.528	0.685	1	"7"	"POU2F1"
"ZNF544.5"	0.00434128610038542	-2.4257557047777	0.264	0.43	1	"7"	"ZNF544"
"BASP1-AS1.3"	0.00434525792424918	-6.93190732919154	0.014	0.128	1	"7"	"BASP1-AS1"
"NSG2.4"	0.00436585307670982	-9.92939144251426	0.056	0.188	1	"7"	"NSG2"
"NPAS2.3"	0.00436630706985242	-2.24147520369867	0	0.102	1	"7"	"NPAS2"
"B4GALT1.2"	0.00442991603634566	-0.847966598036973	0.014	0.125	1	"7"	"B4GALT1"
"ST3GAL2.1"	0.00444652717829081	-1.05043240571567	0.153	0.314	1	"7"	"ST3GAL2"
"CNTFR"	0.00446083776532191	-0.357476263547593	0.014	0.125	1	"7"	"CNTFR"
"PAG1.6"	0.00447478161540721	-24.4218657273613	0.292	0.453	1	"7"	"PAG1"
"CACNA2D2.2"	0.00449254239898478	-0.453354694386115	0	0.101	1	"7"	"CACNA2D2"
"CTNNBL1.3"	0.00449386751667008	-2.57582357011412	0.25	0.133	1	"7"	"CTNNBL1"
"PSMG4.4"	0.00451318378137258	-3.18527615007506	0.083	0.223	1	"7"	"PSMG4"
"EYA3.5"	0.00451703424513589	-1.73880622150586	0.486	0.323	1	"7"	"EYA3"
"NYAP2.5"	0.0045309300169703	-5.071010625202	0.028	0.147	1	"7"	"NYAP2"
"ATAD1.2"	0.00458266843320535	-2.20703360249063	0.069	0.201	1	"7"	"ATAD1"
"ILRUN.3"	0.0045828326716628	-2.51217766281	0.167	0.316	1	"7"	"ILRUN"
"SMC6.1"	0.00459114456592664	-1.53404127118686	0.306	0.175	1	"7"	"SMC6"
"SPIDR.4"	0.0046041738733809	-6.52932007596761	0.486	0.67	1	"7"	"SPIDR"
"NHSL1.3"	0.0046169349151263	-50.4598434103218	0.028	0.144	1	"7"	"NHSL1"
"BCAR3.4"	0.00462324629859383	-92.5625113900282	0.014	0.127	1	"7"	"BCAR3"
"ZNF33A.3"	0.00462767832658492	-6.568547668098	0.264	0.405	1	"7"	"ZNF33A"
"DMTN"	0.00464208159517425	-0.35699619883638	0	0.101	1	"7"	"DMTN"
"AKAIN1.3"	0.00466138691836051	-0.681605403874039	0	0.101	1	"7"	"AKAIN1"
"NAGK.1"	0.0046710447883222	0.294444407300682	0.181	0.086	1	"7"	"NAGK"
"MAP3K12.2"	0.0046907621082394	-0.404218013580198	0.069	0.206	1	"7"	"MAP3K12"
"KLHL5.5"	0.00470945888985183	-1.09348784735001	0.333	0.2	1	"7"	"KLHL5"
"ZNF821.3"	0.00473618030750337	-0.709029678370214	0.111	0.277	1	"7"	"ZNF821"
"TBC1D32.4"	0.00473839312647978	-17.5270366253386	0.306	0.171	1	"7"	"TBC1D32"
"MSANTD4.3"	0.00474489317973869	-2.21313668464793	0.25	0.134	1	"7"	"MSANTD4"
"AC073475.1.2"	0.00474976421074171	-8.6137773078139	0.111	0.042	1	"7"	"AC073475.1"
"PPARD.3"	0.00475845960203362	-3.91998778286362	0.236	0.121	1	"7"	"PPARD"
"KATNAL2"	0.0047643559685896	-1.68077203577101	0.139	0.058	1	"7"	"KATNAL2"
"ADCYAP1R1"	0.00476722304160065	-0.378333822725537	0.014	0.124	1	"7"	"ADCYAP1R1"
"AC080079.2.6"	0.00477908140488588	-6.48032505528314	0.069	0.206	1	"7"	"AC080079.2"
"SLC44A3.4"	0.00478525522823564	-63.276145926463	0.028	0.15	1	"7"	"SLC44A3"
"TBC1D14.5"	0.0047972642880634	-0.277339209424188	0.222	0.114	1	"7"	"TBC1D14"
"TMEM245.4"	0.00480044977734818	-1.42216840748118	0.375	0.226	1	"7"	"TMEM245"
"CDC7.1"	0.00481271568144394	-0.527164410784686	0	0.1	1	"7"	"CDC7"
"DTNB.3"	0.0048162901571214	-2.08442515074902	0.653	0.539	1	"7"	"DTNB"
"RPS6KA2.2"	0.00482288433738276	-22.4597662431777	0.444	0.289	1	"7"	"RPS6KA2"
"RNPC3.4"	0.00482523134497446	-0.500844820564599	0.528	0.341	1	"7"	"RNPC3"
"TENM3.5"	0.00484346201152862	-14.8612141563415	0.083	0.224	1	"7"	"TENM3"
"UTY.5"	0.0048721092954036	-11.636197235708	0.764	0.607	1	"7"	"UTY"
"RAVER2.5"	0.00492148543467555	-1.34496419300031	0.056	0.182	1	"7"	"RAVER2"
"KLC1.4"	0.00494420571915357	-5.38846979350753	0.611	0.487	1	"7"	"KLC1"
"HERC4.6"	0.00495770151028844	-15.7198722123169	0.583	0.414	1	"7"	"HERC4"
"AHDC1.4"	0.00510552308645107	-0.700318463499625	0.181	0.337	1	"7"	"AHDC1"
"SLC8A1-AS1.3"	0.00511294099675308	-10.3775751712575	0.056	0.189	1	"7"	"SLC8A1-AS1"
"GOLGA4.3"	0.00515716843242659	-0.34579035760127	0.75	0.684	1	"7"	"GOLGA4"
"STRIP2.2"	0.0051787139926061	-0.375443607298515	0.014	0.125	1	"7"	"STRIP2"
"RNF216.4"	0.00519001043470255	0.328359574417755	0.597	0.426	1	"7"	"RNF216"
"MLLT6.1"	0.00519217340555009	-0.639192682120639	0.111	0.251	1	"7"	"MLLT6"
"F11-AS1.1"	0.00519960104418894	-6.29418351933541	0.042	0.164	1	"7"	"F11-AS1"
"SLC25A12.5"	0.00523050611494771	-6.66028365540155	0.208	0.357	1	"7"	"SLC25A12"
"SRSF6.3"	0.00523499109640886	0.386962873171562	0.278	0.158	1	"7"	"SRSF6"
"GJC1.3"	0.00526477959256528	-3.47183134891916	0.042	0.165	1	"7"	"GJC1"
"DMXL1.4"	0.00530456772530277	1.14762272763715	0.694	0.491	1	"7"	"DMXL1"
"DNAJC1.2"	0.00533837336685939	-1.67998998077156	0.306	0.175	1	"7"	"DNAJC1"
"PWWP2A.4"	0.00535877488581275	0.937713007064114	0.5	0.379	1	"7"	"PWWP2A"
"ZNF704.6"	0.0054311754814762	-80.8540837312624	0.708	0.504	1	"7"	"ZNF704"
"GGA2.2"	0.00544380476159381	-0.92243469775032	0.194	0.344	1	"7"	"GGA2"
"LTN1.4"	0.00544637863049362	3.41238494841422	0.417	0.275	1	"7"	"LTN1"
"ZNF277.1"	0.00546222909630912	0.449229107678857	0.194	0.097	1	"7"	"ZNF277"
"ANAPC4.4"	0.00547206763153097	-0.322945201906522	0.264	0.147	1	"7"	"ANAPC4"
"MKLN1.4"	0.00549741400603961	-27.3927067743073	0.681	0.514	1	"7"	"MKLN1"
"KIF5C.5"	0.00551309403579895	-31.9489339829146	0.653	0.735	1	"7"	"KIF5C"
"NPEPPS.6"	0.00553140158627024	-19.9743688549831	0.444	0.587	1	"7"	"NPEPPS"
"IQSEC1.4"	0.00555328927265107	-23.5832199729329	0.278	0.433	1	"7"	"IQSEC1"
"PLPP4.5"	0.00555591490726804	-4.47184205566851	0.097	0.233	1	"7"	"PLPP4"
"AC233701.1"	0.00557146338918321	-0.321385122501046	0.014	0.12	1	"7"	"AC233701.1"
"NBEAL1.5"	0.00563115607637158	-10.9700025912769	0.5	0.339	1	"7"	"NBEAL1"
"ANKRD36.6"	0.00564204903205462	-13.9733749305916	0.694	0.76	1	"7"	"ANKRD36"
"STAC.3"	0.00564402720598513	-4.71257112737141	0.014	0.12	1	"7"	"STAC"
"PFKL"	0.00570400868410064	0.968431841039389	0.153	0.069	1	"7"	"PFKL"
"NR2F1.2"	0.0057098315756754	-0.525608197015379	0.014	0.12	1	"7"	"NR2F1"
"NRSN2-AS1.2"	0.0057102653908396	-0.700012138844864	0.069	0.207	1	"7"	"NRSN2-AS1"
"VPS13C.6"	0.0057250599605018	-9.00539491919391	0.778	0.617	1	"7"	"VPS13C"
"TNRC6B.3"	0.00574801011346435	-10.5900468858367	0.75	0.82	1	"7"	"TNRC6B"
"LRRC49.5"	0.00580609621869565	-6.32883776174307	0.222	0.387	1	"7"	"LRRC49"
"JAK1.2"	0.00580750206294838	-15.4649523702214	0.542	0.65	1	"7"	"JAK1"
"C16orf95.4"	0.00580874249030805	-2.85456019084868	0.083	0.223	1	"7"	"C16orf95"
"NEUROD1.3"	0.005809713205698	-0.496518735228461	0.028	0.141	1	"7"	"NEUROD1"
"AF279873.3.4"	0.00582379101040972	-13.6375139394705	0.028	0.143	1	"7"	"AF279873.3"
"AL355472.2.2"	0.00588041613576532	-0.647388797897926	0.056	0.182	1	"7"	"AL355472.2"
"KIAA1211.4"	0.00589038708493554	-18.7071549838793	0.028	0.141	1	"7"	"KIAA1211"
"ASIC2.2"	0.00595126334356867	-63.9587573684273	0.083	0.219	1	"7"	"ASIC2"
"EDEM2.1"	0.00595488153812916	-0.485585814646284	0.056	0.182	1	"7"	"EDEM2"
"SLC9B2.4"	0.00599355702925865	-0.787944345290522	0.056	0.184	1	"7"	"SLC9B2"
"NUAK1.3"	0.0060353478695538	-55.1478344478223	0.278	0.158	1	"7"	"NUAK1"
"ZNF532.4"	0.00604290868389044	-17.8830346187888	0.708	0.555	1	"7"	"ZNF532"
"SLC9A5.1"	0.00605709830167438	-0.318566825866503	0.014	0.119	1	"7"	"SLC9A5"
"MFHAS1.2"	0.00606397555922137	-2.38291166173888	0.056	0.181	1	"7"	"MFHAS1"
"RUFY3.4"	0.00607270728867237	-7.0960504534898	0.667	0.515	1	"7"	"RUFY3"
"ENDOD1.2"	0.0060902007605809	0.881987187879883	0.181	0.091	1	"7"	"ENDOD1"
"OPHN1.3"	0.00610482167250226	-40.8442797203707	0.153	0.302	1	"7"	"OPHN1"
"NUP85.2"	0.00610889620363565	-0.551652564633698	0.194	0.349	1	"7"	"NUP85"
"ALDH5A1.1"	0.00613583103830815	-0.469387002135576	0.014	0.118	1	"7"	"ALDH5A1"
"MRTFB.4"	0.00615238934556503	-4.25084934839186	0.181	0.331	1	"7"	"MRTFB"
"GPLD1.3"	0.0061746642970237	-1.07493262029173	0.083	0.212	1	"7"	"GPLD1"
"PKD2.5"	0.00618399133594046	-1.39044835392979	0.5	0.358	1	"7"	"PKD2"
"EIF3L.2"	0.00619095557191123	0.323701620450845	0.278	0.16	1	"7"	"EIF3L"
"CCNI.5"	0.00631315416807348	-4.28940049229269	0.194	0.352	1	"7"	"CCNI"
"CACNA1D.3"	0.00633456811542011	-15.4559775200394	0.236	0.398	1	"7"	"CACNA1D"
"TMOD2.2"	0.0063490100523137	-1.32906502785343	0.125	0.271	1	"7"	"TMOD2"
"ATP1B2.1"	0.00635189708259316	-0.379898338689108	0.014	0.118	1	"7"	"ATP1B2"
"ZNF224.1"	0.00640022673173705	0.380198531182011	0.222	0.12	1	"7"	"ZNF224"
"NEXMIF.1"	0.00641953732063421	-2.93895601434918	0.056	0.179	1	"7"	"NEXMIF"
"FAM27C.3"	0.00644232767405612	-0.512191241404637	0.056	0.184	1	"7"	"FAM27C"
"SCAMP2.1"	0.00644719723488327	0.253342555809495	0.153	0.07	1	"7"	"SCAMP2"
"PPA2.4"	0.00645958255522456	-7.17990545647125	0.306	0.177	1	"7"	"PPA2"
"C14orf132.5"	0.00647194274767882	-1.31539061508876	0.167	0.305	1	"7"	"C14orf132"
"FTX.6"	0.00648033616018301	-122.87574680776	0.875	0.902	1	"7"	"FTX"
"CAMKK1"	0.00650031818726696	-0.457839819109812	0.042	0.159	1	"7"	"CAMKK1"
"SLC43A2.2"	0.00650460671369493	-1.1919110361142	0.139	0.279	1	"7"	"SLC43A2"
"KCNH1.5"	0.00653245951432567	-24.9756441774229	0.5	0.623	1	"7"	"KCNH1"
"AL357153.2.3"	0.00653474768280509	-7.53833914027545	0.083	0.21	1	"7"	"AL357153.2"
"AC096576.6.1"	0.00659314052224583	-0.334330811016475	0.014	0.117	1	"7"	"AC096576.6"
"DPH6-DT.1"	0.00663515072489215	-3.19343227713144	0.111	0.043	1	"7"	"DPH6-DT"
"FAM102B.2"	0.00665344223384354	-2.05232745343565	0.042	0.161	1	"7"	"FAM102B"
"TASOR.5"	0.00665504167211588	-0.478881013768364	0.403	0.264	1	"7"	"TASOR"
"B4GALT6.4"	0.006676655679393	-0.448098980174219	0.042	0.165	1	"7"	"B4GALT6"
"RFC3.3"	0.00672442768878638	-36.4943166786715	0.056	0.178	1	"7"	"RFC3"
"BTF3L4.4"	0.00674197148950659	0.306030109225517	0.319	0.19	1	"7"	"BTF3L4"
"AK3.4"	0.0068149198614663	-2.25859773504016	0.361	0.223	1	"7"	"AK3"
"RPL31.3"	0.006859822194071	-1.20130654819872	0.083	0.213	1	"7"	"RPL31"
"HTT.4"	0.00686014997682248	-11.6672668229642	0.361	0.508	1	"7"	"HTT"
"AC104964.4.5"	0.00687593475358268	-0.613183154988491	0.069	0.194	1	"7"	"AC104964.4"
"CDRT4.4"	0.00687785759744189	-2.78329434851701	0.153	0.289	1	"7"	"CDRT4"
"ADAP2.1"	0.00695520575415964	-3.31265514980237	0.111	0.043	1	"7"	"ADAP2"
"DLG5.3"	0.00700916579072078	-13.4461948392443	0.264	0.152	1	"7"	"DLG5"
"GALNT12.1"	0.0070177073754946	-0.696237441755021	0.056	0.175	1	"7"	"GALNT12"
"ANXA11.1"	0.00702269943416463	-0.377801366093215	0.014	0.116	1	"7"	"ANXA11"
"ZNF620"	0.00704129566362533	0.27440382348471	0.125	0.053	1	"7"	"ZNF620"
"GMDS.3"	0.00705877715746708	-11.6900533856264	0.153	0.288	1	"7"	"GMDS"
"TTC33.2"	0.0071435573146098	-1.3810519913022	0.028	0.136	1	"7"	"TTC33"
"TRIP11.2"	0.00714745689969726	0.37740061597677	0.444	0.316	1	"7"	"TRIP11"
"AL591519.1.4"	0.00718587454200557	-11.5333073534328	0.014	0.117	1	"7"	"AL591519.1"
"TSHZ1.2"	0.00720267983528181	-2.85326442026175	0.056	0.174	1	"7"	"TSHZ1"
"NPTX1.3"	0.00722229723905332	-0.573880057202631	0.069	0.193	1	"7"	"NPTX1"
"PTPRS.4"	0.00725218264978307	-17.517577951914	0.625	0.44	1	"7"	"PTPRS"
"GABPB1-AS1.3"	0.00725483689268919	-4.05953146739232	0.333	0.206	1	"7"	"GABPB1-AS1"
"FAAH2.3"	0.0072742195261106	-5.7615541806496	0.069	0.191	1	"7"	"FAAH2"
"AC079781.5.4"	0.00732191224599088	-9.66657803616769	0.222	0.369	1	"7"	"AC079781.5"
"MIR9-3HG.2"	0.00736743544407769	-0.375451028454765	0.042	0.159	1	"7"	"MIR9-3HG"
"FAM49A.5"	0.00739889267292346	-1.9505269829123	0.028	0.136	1	"7"	"FAM49A"
"STX1B.1"	0.00745341059694496	-0.468306274020902	0.069	0.193	1	"7"	"STX1B"
"NDUFAF2.3"	0.00746819976048666	-0.856123991148485	0.278	0.164	1	"7"	"NDUFAF2"
"SGTA.1"	0.0075021292497362	0.339203082122325	0.139	0.062	1	"7"	"SGTA"
"RAB3C.3"	0.00750283004419737	-13.0571617287578	0.028	0.135	1	"7"	"RAB3C"
"CD47.3"	0.00750497906820045	-0.788405292661133	0.194	0.359	1	"7"	"CD47"
"PTK7.4"	0.0075471563514713	-2.33506075272626	0.014	0.114	1	"7"	"PTK7"
"AC090578.1.3"	0.0076084159608281	-7.87663884772337	0.014	0.116	1	"7"	"AC090578.1"
"PALM.2"	0.00762661368334039	-0.309032823949314	0.028	0.138	1	"7"	"PALM"
"CLCN7"	0.00766415699250533	0.327018132362847	0.181	0.091	1	"7"	"CLCN7"
"LINC00884.3"	0.0076756154635388	-0.564334156605056	0.014	0.114	1	"7"	"LINC00884"
"SMG1.4"	0.0076789256487203	-6.01836946770326	0.597	0.701	1	"7"	"SMG1"
"ZNF600.2"	0.00769513197889311	-0.56287972966942	0.056	0.173	1	"7"	"ZNF600"
"FAXC.4"	0.00770412297647712	-3.05205609869967	0.069	0.191	1	"7"	"FAXC"
"IQCK.4"	0.00775157414616449	-2.67018734613169	0.236	0.122	1	"7"	"IQCK"
"RTN1.6"	0.00776368818462283	-42.0066779391883	0.472	0.611	1	"7"	"RTN1"
"RAD51-AS1.3"	0.00780050236819253	0.293970628110709	0.278	0.162	1	"7"	"RAD51-AS1"
"L2HGDH.5"	0.0078332271502586	-1.50904357946532	0.111	0.253	1	"7"	"L2HGDH"
"SEMA6C.2"	0.00785364453502064	-0.261484426275319	0.042	0.158	1	"7"	"SEMA6C"
"SGPP2.5"	0.00788281547706895	-0.956033094074312	0.056	0.175	1	"7"	"SGPP2"
"MACO1.4"	0.00789048010318346	-2.81914581925443	0.306	0.452	1	"7"	"MACO1"
"TYW1B.3"	0.00790833613682918	-1.40955032157626	0.264	0.142	1	"7"	"TYW1B"
"SNRNP35.1"	0.00792398635489507	0.407632077543135	0.25	0.141	1	"7"	"SNRNP35"
"USP45.4"	0.00794869200434234	-1.79417807230452	0.181	0.337	1	"7"	"USP45"
"ITPRID2.4"	0.00805365429965635	-4.25695243323262	0.444	0.294	1	"7"	"ITPRID2"
"RPS6KA6.4"	0.00806493268746201	-1.1581409982206	0.014	0.113	1	"7"	"RPS6KA6"
"GPR137C.4"	0.0080765960299002	-18.9053062590654	0.431	0.577	1	"7"	"GPR137C"
"BORCS5.2"	0.00811203945129811	0.509826660974708	0.208	0.111	1	"7"	"BORCS5"
"LAP3.1"	0.00811535534979531	0.310414908774973	0.125	0.054	1	"7"	"LAP3"
"VDAC3.3"	0.00812023429312587	-0.617756306733914	0.042	0.154	1	"7"	"VDAC3"
"ACSL6.4"	0.00812578618035595	-4.71354806463525	0.097	0.227	1	"7"	"ACSL6"
"NIM1K.2"	0.00819798393480008	1.02135811364057	0.181	0.091	1	"7"	"NIM1K"
"ZC3H12B.2"	0.00830776485465754	0.492595085291377	0.194	0.101	1	"7"	"ZC3H12B"
"ARSJ.6"	0.00832168578184524	-1.76629644691307	0.042	0.156	1	"7"	"ARSJ"
"PDK2.3"	0.00844989445638364	-0.575996364370032	0.083	0.207	1	"7"	"PDK2"
"RAPH1.4"	0.00846098984873928	-3.2885160562251	0.042	0.152	1	"7"	"RAPH1"
"EXOC6.4"	0.00846978069751062	-7.5622525058967	0.236	0.373	1	"7"	"EXOC6"
"ZNF605.1"	0.00854388878378652	-0.42493562643638	0.042	0.156	1	"7"	"ZNF605"
"TSPYL2.2"	0.00861669362553504	-0.320595541161249	0.056	0.175	1	"7"	"TSPYL2"
"TNR.2"	0.00861913092491611	-108.201361592354	0.014	0.111	1	"7"	"TNR"
"SLC16A1.2"	0.00873336796071974	-2.48891927764608	0.153	0.071	1	"7"	"SLC16A1"
"UNK.3"	0.00873392494407934	-0.256407301186223	0.417	0.268	1	"7"	"UNK"
"TSC22D1.3"	0.00876657523290571	-8.373886979496	0.208	0.357	1	"7"	"TSC22D1"
"ARMCX5-GPRASP2.3"	0.00879147216101294	-1.22588856658082	0.139	0.278	1	"7"	"ARMCX5-GPRASP2"
"CAPZB.4"	0.00879738463745337	-13.8364018291435	0.208	0.353	1	"7"	"CAPZB"
"MPP3.4"	0.00880892672917445	-0.626946230169773	0.167	0.324	1	"7"	"MPP3"
"CHIC2.5"	0.0088313407286995	-1.07275676789132	0.069	0.188	1	"7"	"CHIC2"
"TMEM260.3"	0.00888431637677195	-0.400061706675032	0.347	0.222	1	"7"	"TMEM260"
"LINC02693.5"	0.00889749925550795	-0.984555208416548	0.111	0.257	1	"7"	"LINC02693"
"ZDHHC21.5"	0.00891764510834862	-7.652391849233	0.333	0.47	1	"7"	"ZDHHC21"
"SRPK1.3"	0.00893495986607058	-2.38093763018315	0.097	0.232	1	"7"	"SRPK1"
"L3MBTL2"	0.00894788973050574	0.269271683007888	0.125	0.054	1	"7"	"L3MBTL2"
"BID.3"	0.00899651306088535	-0.371167881138108	0.042	0.155	1	"7"	"BID"
"RIC1.6"	0.00903704711205246	-4.98167618917982	0.153	0.282	1	"7"	"RIC1"
"NAP1L4.4"	0.00904886431539678	-0.84109179475249	0.375	0.25	1	"7"	"NAP1L4"
"WDFY2.5"	0.0090681601033874	-2.38918606584901	0.361	0.232	1	"7"	"WDFY2"
