"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"DNAJB6.3"	0.00906819792143484	-0.553060357440422	0.375	0.232	1	"7"	"DNAJB6"
"ABCG1.2"	0.00907418087477056	0.309639980246034	0.361	0.229	1	"7"	"ABCG1"
"ST5.2"	0.00909188117809693	-4.4928886897857	0.139	0.273	1	"7"	"ST5"
"SLC35D1.2"	0.00913597558193741	-0.86464532784717	0.194	0.098	1	"7"	"SLC35D1"
"MAP7D2.2"	0.00913687787865233	-0.538993984692517	0.028	0.131	1	"7"	"MAP7D2"
"EPHA4.4"	0.00914441565242649	-1.68310510345702	0.042	0.153	1	"7"	"EPHA4"
"CORO1C.4"	0.00916521262770495	-1.8384255922015	0.278	0.165	1	"7"	"CORO1C"
"SCGB2B2.2"	0.00918823112850164	-0.50780069699873	0.25	0.138	1	"7"	"SCGB2B2"
"GAK.1"	0.00921905378645156	0.411055417555163	0.181	0.326	1	"7"	"GAK"
"ALDH1A2.3"	0.00925525993583369	-13.3398089064143	0.028	0.133	1	"7"	"ALDH1A2"
"ATF1.4"	0.00928079148604288	-11.2213106930553	0.125	0.252	1	"7"	"ATF1"
"CRAMP1.2"	0.00933486159072979	-0.974046917338255	0.208	0.353	1	"7"	"CRAMP1"
"EPB41L3.5"	0.00939190509627091	-11.7162357392559	0.403	0.5	1	"7"	"EPB41L3"
"DRAM2.3"	0.00944451430608879	-0.71551227416447	0.069	0.186	1	"7"	"DRAM2"
"KDM5B.3"	0.0094493265468517	-11.0009415693826	0.139	0.28	1	"7"	"KDM5B"
"RMND5A.3"	0.0095048720042839	-1.78260527117752	0.153	0.288	1	"7"	"RMND5A"
"MFSD14C.5"	0.00951070485554973	-1.45861562742437	0.528	0.38	1	"7"	"MFSD14C"
"AC011346.1.2"	0.00955863574483369	-24.1425098095688	0.25	0.144	1	"7"	"AC011346.1"
"USP24.4"	0.00956381531172394	-9.44757591761288	0.417	0.551	1	"7"	"USP24"
"CDK8.4"	0.00961550292292573	-6.73511299213646	0.319	0.472	1	"7"	"CDK8"
"COQ8A.3"	0.00961831570401455	-0.817269200709472	0.167	0.304	1	"7"	"COQ8A"
"ATRX.4"	0.00962321837041672	-12.5461104629165	0.667	0.771	1	"7"	"ATRX"
"NXN.3"	0.00967202256658268	-3.37811039006298	0.028	0.132	1	"7"	"NXN"
"ILKAP.2"	0.00969742601798461	-0.478750087542631	0.431	0.288	1	"7"	"ILKAP"
"GDAP1L1.2"	0.00977579160252584	-0.401104949749394	0.014	0.109	1	"7"	"GDAP1L1"
"ATF7.2"	0.00981802899345478	-2.50491304548534	0.667	0.513	1	"7"	"ATF7"
"FCHSD2.4"	0.00982799582968858	-16.9791667924659	0.556	0.508	1	"7"	"FCHSD2"
"SNX5.3"	0.00983508729977629	-0.320822972394036	0.014	0.111	1	"7"	"SNX5"
"PDK1.2"	0.00984284283915415	0.301237948897142	0.139	0.064	1	"7"	"PDK1"
"CLASP1.5"	0.00990182641038218	-27.1509158099435	0.667	0.741	1	"7"	"CLASP1"
"MAP3K21.3"	0.0099786602338256	-0.420485235321411	0.042	0.155	1	"7"	"MAP3K21"
"SCGN"	0	21.7391820653333	0.755	0.003	0	"8"	"SCGN"
"KIT"	0	18.776778821242	0.792	0.004	0	"8"	"KIT"
"GAD2"	0	10.4055706475926	0.792	0.004	0	"8"	"GAD2"
"SIAH3"	0	7.33592088229661	0.66	0.001	0	"8"	"SIAH3"
"TFAP2B"	0	5.17878438411057	0.698	0.001	0	"8"	"TFAP2B"
"AP000943.2"	3.70396393565825e-299	5.711764987564	0.66	0.005	1.35568784009028e-294	"8"	"AP000943.2"
"GRIP2"	5.1589570814783e-296	2.81085709352614	0.509	0.001	1.88822988139188e-291	"8"	"GRIP2"
"LRRC38"	5.80231586218556e-293	3.83305188720486	0.547	0.002	2.12370562871854e-288	"8"	"LRRC38"
"GRIA3.1"	2.58322947248298e-286	27.9866698370815	0.906	0.017	9.4548781922349e-282	"8"	"GRIA3"
"LIPG"	1.01218208838658e-280	2.60407796585854	0.528	0.002	3.7046876617037e-276	"8"	"LIPG"
"RIMBP2"	9.46725562266001e-276	4.01203569071487	0.623	0.005	3.46511023044979e-271	"8"	"RIMBP2"
"ANKRD30BL"	1.27436461373735e-275	11.2426932740124	0.755	0.011	4.66430192274007e-271	"8"	"ANKRD30BL"
"CLEC2L"	1.28885034794555e-273	3.21702072859237	0.566	0.003	4.71732115851549e-269	"8"	"CLEC2L"
"MARCH11"	3.55809530524119e-271	7.33550258108483	0.717	0.009	1.30229846267133e-266	"8"	"MARCH11"
"SORCS3"	7.19447759420574e-263	159.158594878659	0.906	0.021	2.63325074425524e-258	"8"	"SORCS3"
"SYN3.1"	6.83495974658645e-260	92.2975825248435	0.981	0.027	2.5016636168481e-255	"8"	"SYN3"
"SHISA6"	1.63951632789554e-259	21.5043181596142	0.849	0.017	6.00079371173047e-255	"8"	"SHISA6"
"LBX1-AS1"	2.10388015930990e-256	1.56222604891947	0.396	0	7.70041177109017e-252	"8"	"LBX1-AS1"
"UNC5D.1"	7.65280634641099e-253	33.2019305673137	0.811	0.016	2.80100365084988e-248	"8"	"UNC5D"
"TRPC5"	8.65128030563170e-252	14.5001900909812	0.642	0.008	3.16645510466426e-247	"8"	"TRPC5"
"PLPPR4"	4.50525869588768e-248	8.76839292454777	0.585	0.005	1.64896973528185e-243	"8"	"PLPPR4"
"TRPC6"	6.7860793020791e-243	10.1266894239882	0.566	0.005	2.48377288535398e-238	"8"	"TRPC6"
"GRIK3.1"	1.47934442615738e-240	27.2807686605887	0.887	0.023	5.41454853417861e-236	"8"	"GRIK3"
"PTPRT"	1.88131362656512e-237	31.5785496326447	0.811	0.018	6.88579600459099e-233	"8"	"PTPRT"
"SMOC2"	1.03117883352078e-230	3.80038934155424	0.623	0.008	3.77421764856942e-226	"8"	"SMOC2"
"GALNT14"	1.26853557864902e-227	35.9640195231293	0.698	0.012	4.64296707141329e-223	"8"	"GALNT14"
"TCTEX1D1"	6.53270607056699e-224	2.05803743776687	0.396	0.001	2.39103574888822e-219	"8"	"TCTEX1D1"
"AC023886.1"	8.35580236482539e-224	2.56125778913417	0.396	0.001	3.05830722354974e-219	"8"	"AC023886.1"
"PRKCG"	9.95005099533428e-219	2.92458639468921	0.453	0.003	3.64181816480230e-214	"8"	"PRKCG"
"NWD2"	4.65799076556731e-218	4.99297723261858	0.415	0.002	1.70487120010529e-213	"8"	"NWD2"
"LINC02552"	5.52625841290418e-216	27.8441621471063	0.755	0.017	2.02266584170706e-211	"8"	"LINC02552"
"AJAP1"	3.76836395727161e-215	3.87110272657328	0.642	0.011	1.37925889200098e-210	"8"	"AJAP1"
"LMCD1"	1.48360317973951e-214	3.24358432609395	0.434	0.002	5.43013599816459e-210	"8"	"LMCD1"
"ADAM12.1"	3.10619611077374e-208	12.9056420323205	0.679	0.014	1.13689883850430e-203	"8"	"ADAM12"
"GAD1.1"	6.99000209415579e-208	10.1254160953446	0.774	0.019	2.55841066648196e-203	"8"	"GAD1"
"EPHA3"	2.06610713856702e-206	4.10419489771256	0.528	0.006	7.56215873786915e-202	"8"	"EPHA3"
"FRMPD4"	1.12679078965581e-205	64.9407375776369	0.774	0.02	4.12416696921924e-201	"8"	"FRMPD4"
"MEGF10.1"	2.39107657905549e-201	19.2437920715962	0.849	0.027	8.75157938700099e-197	"8"	"MEGF10"
"VAV3.1"	4.47486060783731e-201	12.1465861480932	0.792	0.022	1.63784373107453e-196	"8"	"VAV3"
"LHX5-AS1"	1.56774927002443e-195	0.83439573707087	0.302	0	5.73811910321643e-191	"8"	"LHX5-AS1"
"PTCHD4"	7.45703919028715e-192	8.70076696923942	0.509	0.006	2.72935091403700e-187	"8"	"PTCHD4"
"HOMER3"	3.63753454256552e-189	1.88742287026333	0.472	0.005	1.3313740179244e-184	"8"	"HOMER3"
"CLMP.1"	6.28665153216550e-183	18.3243129441814	0.868	0.033	2.30097732728789e-178	"8"	"CLMP"
"GRIN2B.1"	5.99795736506789e-182	28.6379460966657	0.717	0.02	2.19531237518850e-177	"8"	"GRIN2B"
"ADAMTS9-AS2"	1.67525207594829e-181	6.65574844384786	0.491	0.006	6.13159012317835e-177	"8"	"ADAMTS9-AS2"
"MIAT.1"	1.04570777988638e-180	-3.80745022176134	0.604	0.012	3.82739504516214e-176	"8"	"MIAT"
"CACNG8"	9.46229418212848e-175	3.80031860726065	0.566	0.011	3.46329429360085e-170	"8"	"CACNG8"
"BTBD11.1"	7.66531225116391e-174	20.6679652728197	0.811	0.03	2.80558093704850e-169	"8"	"BTBD11"
"ADAMTS2.2"	1.06179038300785e-162	1.20983744127477	0.698	0.022	3.88625898084704e-158	"8"	"ADAMTS2"
"SOCS2-AS1"	1.8646093919129e-161	2.19610599039791	0.283	0.001	6.82465683534043e-157	"8"	"SOCS2-AS1"
"RAB31.1"	6.99429855189506e-161	-46.1448374248194	0.811	0.032	2.5599832129791e-156	"8"	"RAB31"
"DISP3"	2.6272311033601e-159	3.65514088445925	0.509	0.01	9.6159285614083e-155	"8"	"DISP3"
"SLC24A3.1"	8.24018638765620e-157	11.4818070096101	0.868	0.042	3.01599061974604e-152	"8"	"SLC24A3"
"LPL"	1.26043696258044e-156	3.46330275405815	0.396	0.004	4.61332532674066e-152	"8"	"LPL"
"SLC6A1.1"	2.88538490378692e-151	3.66420069008725	0.849	0.04	1.05607972863505e-146	"8"	"SLC6A1"
"SHANK2.1"	5.13244027346156e-150	25.5861806176801	0.962	0.059	1.87852446448967e-145	"8"	"SHANK2"
"AC087280.2"	2.20345122238252e-149	1.6280838559194	0.264	0.001	8.06485181904226e-145	"8"	"AC087280.2"
"ELMOD1"	1.58730991832631e-146	17.0144946295939	0.83	0.041	5.80971303206614e-142	"8"	"ELMOD1"
"KCNMA1.2"	1.43509946022562e-145	-66.3348229261068	0.925	0.054	5.2526075343718e-141	"8"	"KCNMA1"
"DUSP10.1"	2.61883061713863e-145	3.61730948617851	0.528	0.013	9.58518194178910e-141	"8"	"DUSP10"
"IGSF3"	4.4837728978918e-144	1.00516504647651	0.283	0.001	1.64110571835738e-139	"8"	"IGSF3"
"PAX2"	1.76929139665563e-135	1.34634786559186	0.226	0	6.47578344089929e-131	"8"	"PAX2"
"DNAH14.1"	1.94194093287661e-135	-12.942119812054	0.774	0.036	7.10769800842169e-131	"8"	"DNAH14"
"NOS1"	5.2502124383173e-129	12.6230260072738	0.868	0.054	1.92163025454852e-124	"8"	"NOS1"
"INPP4B.2"	5.20194354323628e-127	105.336201975409	0.868	0.057	1.90396335625991e-122	"8"	"INPP4B"
"SLC12A8"	1.2605084578677e-126	5.86135577878216	0.377	0.006	4.61358700664159e-122	"8"	"SLC12A8"
"MYO16.1"	2.33180709861499e-125	-58.3345774324159	0.887	0.058	8.53464716164071e-121	"8"	"MYO16"
"RYR1.1"	2.93770071064288e-125	20.3735963869303	0.849	0.055	1.0752278371024e-120	"8"	"RYR1"
"SLC37A1"	5.6843483232544e-125	3.95096311193472	0.623	0.024	2.08052832979435e-120	"8"	"SLC37A1"
"CNTNAP5.2"	1.28320581958504e-124	-66.3445078822349	0.906	0.062	4.69666162026319e-120	"8"	"CNTNAP5"
"GRIN2D"	3.29452401571917e-124	1.44625470169119	0.434	0.01	1.20582873499337e-119	"8"	"GRIN2D"
"LINC01202"	1.0126674313312e-122	0.724116028165582	0.189	0	3.70646406541534e-118	"8"	"LINC01202"
"IQCA1.1"	5.28881405817653e-122	4.67897128508872	0.66	0.029	1.93575883343319e-117	"8"	"IQCA1"
"MDGA2.1"	2.55547564618472e-119	3.89548760370159	0.868	0.058	9.35329641260069e-115	"8"	"MDGA2"
"ARHGAP32.3"	2.463615346865e-118	7.23281107936215	0.849	0.055	9.01707853106060e-114	"8"	"ARHGAP32"
"GABRA3"	2.97078997377999e-118	1.63825898775185	0.34	0.005	1.08733883830321e-113	"8"	"GABRA3"
"PTPRZ1"	1.24680909251327e-117	-67.6234367673955	0.642	0.027	4.5634459595078e-113	"8"	"PTPRZ1"
"BCAN"	1.16079330538705e-116	1.98374146257975	0.491	0.015	4.24861957704715e-112	"8"	"BCAN"
"AGBL4.2"	1.57256138131805e-115	18.775763552047	0.887	0.066	5.75573191176218e-111	"8"	"AGBL4"
"PHACTR2.2"	1.98002255644668e-114	17.1853880756104	0.83	0.056	7.24708055885051e-110	"8"	"PHACTR2"
"CFAP221"	1.05249607254266e-113	1.81739561628302	0.358	0.006	3.85224087511340e-109	"8"	"CFAP221"
"BHLHE22"	2.76425509403345e-113	1.14609018249882	0.264	0.002	1.01174500696718e-108	"8"	"BHLHE22"
"ADAMTS17.1"	1.29382775859054e-112	-1.13459519717576	0.717	0.038	4.73553897921725e-108	"8"	"ADAMTS17"
"AL158077.2.1"	1.97884650160702e-112	7.25487699904834	0.434	0.011	7.24277608053184e-108	"8"	"AL158077.2"
"HUNK.1"	5.22030903958892e-111	-21.5990008769832	0.604	0.026	1.91068531157994e-106	"8"	"HUNK"
"PRKCD.1"	7.8679842410014e-111	2.34412317792807	0.358	0.007	2.87976091204893e-106	"8"	"PRKCD"
"VCAN.2"	3.09441162203498e-110	-53.3562000502812	0.811	0.053	1.13258559778102e-105	"8"	"VCAN"
"INSYN2A"	3.10030371224728e-110	2.37623172900864	0.302	0.004	1.13474216171963e-105	"8"	"INSYN2A"
"CUX2.1"	1.65532612051406e-109	-24.4945755345047	0.717	0.04	6.05865913369349e-105	"8"	"CUX2"
"THSD7B"	1.25260130640229e-108	4.43513269082292	0.434	0.012	4.58464604156303e-104	"8"	"THSD7B"
"PCP4L1"	5.17190810343223e-108	0.748412875381574	0.245	0.002	1.89297008493723e-103	"8"	"PCP4L1"
"RMST"	8.47377403639768e-108	-9.51896454230084	0.358	0.007	3.10148603506192e-103	"8"	"RMST"
"SEC14L6"	1.66966383466675e-105	0.694357833650261	0.208	0.001	6.11113660126378e-101	"8"	"SEC14L6"
"CHRNA3"	2.05544002793432e-105	0.611419929838249	0.208	0.001	7.5231160462424e-101	"8"	"CHRNA3"
"GALNTL6.2"	3.1696467053066e-105	23.0915804394209	0.868	0.068	1.16012239060927e-100	"8"	"GALNTL6"
"SLC8A1.3"	3.34585326005632e-105	-43.2613814378348	0.849	0.064	1.22461575171321e-100	"8"	"SLC8A1"
"ADGRB1"	4.90761786414247e-105	1.53903967980375	0.453	0.014	1.79623721445479e-100	"8"	"ADGRB1"
"CMYA5"	2.04547481702988e-103	0.50220350963007	0.547	0.023	7.48664237781106e-99	"8"	"CMYA5"
"KIF21B.2"	7.87452679143450e-103	1.16903417468517	0.509	0.019	2.88215555093294e-98	"8"	"KIF21B"
"ADCY5.2"	2.49895546452414e-102	2.23084096328813	0.642	0.034	9.14642689570481e-98	"8"	"ADCY5"
"FRMD3"	3.64566885988055e-102	9.56569944896991	0.755	0.051	1.33435125940488e-97	"8"	"FRMD3"
"GRID1.7"	4.15298983010543e-102	19.7711094312605	0.925	0.085	1.52003580771689e-97	"8"	"GRID1"
"ST6GAL2.1"	7.45190418806913e-101	-7.48645810293948	0.566	0.025	2.72747145187518e-96	"8"	"ST6GAL2"
"LHX5"	1.67835223460933e-98	0.332694524589771	0.151	0	6.14293701389360e-94	"8"	"LHX5"
"ADARB2.7"	3.77449573506967e-98	96.6800284771984	0.925	0.088	1.38150318399285e-93	"8"	"ADARB2"
"ANGPT1"	3.90373545248096e-98	-1.1577297690327	0.491	0.019	1.42880621296256e-93	"8"	"ANGPT1"
"DCLK1.1"	7.4177605833311e-98	-27.3915370994568	0.811	0.063	2.71497455110502e-93	"8"	"DCLK1"
"AC087457.1"	2.45535464211015e-97	0.742538376398917	0.245	0.003	8.98684352558735e-93	"8"	"AC087457.1"
"ESRRG.5"	3.91758033954088e-97	6.72725671702889	0.887	0.079	1.43387358007536e-92	"8"	"ESRRG"
"GREM1.1"	4.45620459656222e-97	1.71465713585312	0.34	0.008	1.63101544438774e-92	"8"	"GREM1"
"ANO4.2"	4.3362643363839e-96	30.0864645903298	0.717	0.047	1.58711610975987e-91	"8"	"ANO4"
"CAMK2N1.1"	1.28017090075603e-95	3.57270531306463	0.585	0.03	4.68555351385713e-91	"8"	"CAMK2N1"
"PRMT8"	5.74253054979950e-94	11.1588759850036	0.604	0.032	2.10182360653211e-89	"8"	"PRMT8"
"HS6ST3"	7.4555927497698e-94	3.89542350890524	0.717	0.048	2.72882150234325e-89	"8"	"HS6ST3"
"LHFPL3.1"	4.83784054674474e-93	-91.9281743443563	0.66	0.04	1.77069801851404e-88	"8"	"LHFPL3"
"STAC2"	3.51504551796377e-91	1.73133393256884	0.472	0.019	1.28654181002992e-86	"8"	"STAC2"
"DAPK1.2"	7.0468332538169e-91	2.26878630101733	0.604	0.034	2.57921143922953e-86	"8"	"DAPK1"
"ZNF385C"	7.95299636475216e-91	1.46262785307651	0.321	0.007	2.91087619946294e-86	"8"	"ZNF385C"
"ENOSF1.3"	9.76556218432954e-91	5.27883557970117	0.736	0.054	3.57429341508645e-86	"8"	"ENOSF1"
"FAM89A"	4.83959142768402e-90	0.857712216029868	0.283	0.005	1.77133885844663e-85	"8"	"FAM89A"
"CAMK2A"	1.91520516621709e-89	1.03296778003442	0.377	0.011	7.00984242887117e-85	"8"	"CAMK2A"
"AC011416.4"	7.01594118881063e-89	5.93555990162524	0.245	0.003	2.56790463451658e-84	"8"	"AC011416.4"
"RGS3.1"	3.05783840162114e-88	2.06980355380416	0.377	0.012	1.11919943337735e-83	"8"	"RGS3"
"PPP4R4"	5.57352800976685e-88	10.7440302260134	0.585	0.033	2.03996698685477e-83	"8"	"PPP4R4"
"SPOCK3.1"	1.2059680173857e-87	-28.8344366411258	0.66	0.043	4.41396354043342e-83	"8"	"SPOCK3"
"SLC17A4"	2.03097841909718e-87	0.429430808852087	0.151	0	7.43358411173760e-83	"8"	"SLC17A4"
"AL157388.1"	2.93892300912143e-87	3.21783279178621	0.34	0.009	1.07567521056854e-82	"8"	"AL157388.1"
"IL15.1"	4.52781098419485e-87	0.871835499179537	0.302	0.006	1.65722409832516e-82	"8"	"IL15"
"FRMD4A.8"	4.56035321126678e-86	-644.863705628314	1	0.134	1.66913487885575e-81	"8"	"FRMD4A"
"KIFC3.1"	7.94983518069263e-86	1.28011550110399	0.415	0.015	2.9097191744853e-81	"8"	"KIFC3"
"NAV1.7"	2.23566650104236e-85	-13.2781083793661	0.849	0.082	8.18276296046514e-81	"8"	"NAV1"
"SLC24A2.6"	3.78601991488253e-85	-12.9724589781373	0.849	0.079	1.38572114904616e-80	"8"	"SLC24A2"
"ANKRD29"	2.61897104210157e-84	1.76861154366271	0.264	0.005	9.58569591119594e-80	"8"	"ANKRD29"
"SOCS2"	3.30816461846730e-83	3.66987499126989	0.226	0.003	1.21082133200522e-78	"8"	"SOCS2"
"TCERG1L.1"	6.80890007343464e-82	-14.3155118089119	0.736	0.062	2.49212551587781e-77	"8"	"TCERG1L"
"CLSTN2.1"	3.42279531700018e-81	-152.906213536866	0.66	0.048	1.25277731397524e-76	"8"	"CLSTN2"
"THSD4"	8.5200239877367e-80	-0.989253318604531	0.396	0.015	3.11841397975151e-75	"8"	"THSD4"
"SNTG1.4"	1.61358556992192e-79	102.450808640606	0.906	0.114	5.90588454447124e-75	"8"	"SNTG1"
"CACNA1G"	3.29196445441255e-79	2.1818254047217	0.283	0.006	1.20489190995954e-74	"8"	"CACNA1G"
"SORCS1"	1.78455709419309e-78	8.6750846369728	0.472	0.023	6.53165742045612e-74	"8"	"SORCS1"
"MASP1"	4.41794128887694e-77	0.685579142141175	0.208	0.003	1.61701069114185e-72	"8"	"MASP1"
"LYPD5"	1.16172368837687e-76	1.20027529725655	0.34	0.011	4.25202487182817e-72	"8"	"LYPD5"
"NECTIN2"	1.92317073259911e-76	0.999092055649314	0.283	0.007	7.038997198386e-72	"8"	"NECTIN2"
"SLC5A8"	3.96895270970644e-76	0.841188318841091	0.17	0.001	1.45267638127965e-71	"8"	"SLC5A8"
"CACNA2D3"	2.31101758220433e-75	36.0867965456031	0.66	0.056	8.45855545262608e-71	"8"	"CACNA2D3"
"FHOD3.1"	2.40979653518654e-75	4.19594057835424	0.566	0.037	8.82009629843624e-71	"8"	"FHOD3"
"GNAL"	4.95281164465872e-75	-10.6584126641001	0.453	0.023	1.81277859006154e-70	"8"	"GNAL"
"KHDRBS2.2"	8.09480868849200e-75	5.79381970545053	0.396	0.016	2.96278092807496e-70	"8"	"KHDRBS2"
"NPSR1"	1.841051348622e-73	11.5910376044505	0.208	0.003	6.7384320410914e-69	"8"	"NPSR1"
"FAT3"	5.56434956492643e-73	-73.4635890243225	0.491	0.027	2.03660758425872e-68	"8"	"FAT3"
"PLCH1.2"	2.94418775975985e-72	-39.7269517228961	0.755	0.071	1.0776021619497e-67	"8"	"PLCH1"
"ZNF385A.1"	3.46156824366309e-72	0.839497898495311	0.226	0.004	1.26696859286313e-67	"8"	"ZNF385A"
"AC115282.1"	2.60349309092922e-71	0.51913949024409	0.151	0.001	9.52904506211003e-67	"8"	"AC115282.1"
"FNDC1"	3.02752087063036e-71	0.425450770987062	0.151	0.001	1.10810291385942e-66	"8"	"FNDC1"
"KCNQ5.2"	5.1278308160022e-71	18.7696373980635	0.472	0.026	1.87683735696497e-66	"8"	"KCNQ5"
"RGS6"	6.3229496471133e-71	6.7730755855756	0.415	0.02	2.31426280033994e-66	"8"	"RGS6"
"SYT16"	1.97681788939623e-70	4.38663320634437	0.302	0.009	7.23535115697915e-66	"8"	"SYT16"
"SLC18A2"	1.72450181127779e-69	0.681627836555201	0.208	0.003	6.31184907945784e-65	"8"	"SLC18A2"
"PTPRM.2"	7.50191873930057e-69	-25.4268433991475	0.547	0.039	2.7457772777714e-64	"8"	"PTPRM"
"ATP8B4.1"	3.64428166519457e-68	1.0064992674677	0.566	0.041	1.33384353227787e-63	"8"	"ATP8B4"
"TSBP1-AS1.1"	5.50550227472279e-68	2.6357659763828	0.453	0.025	2.01506888757129e-63	"8"	"TSBP1-AS1"
"MAN1A1.1"	1.07506824954968e-67	-15.3430199577544	0.434	0.023	3.93485730017679e-63	"8"	"MAN1A1"
"MMP17.1"	1.27092866489824e-67	1.21509028738718	0.377	0.017	4.65172600639404e-63	"8"	"MMP17"
"SHC3.1"	2.95190993910604e-67	-6.77359763021373	0.453	0.025	1.0804285568122e-62	"8"	"SHC3"
"NHS"	4.7138593108e-67	4.27256066140175	0.377	0.017	1.72531964634591e-62	"8"	"NHS"
"AP004608.1"	1.47018820109513e-66	1.15205181867869	0.283	0.009	5.38103583482829e-62	"8"	"AP004608.1"
"EML1.3"	4.16498789008314e-66	1.15486530739484	0.415	0.021	1.52442721764933e-61	"8"	"EML1"
"GRIP1.1"	6.60509980798988e-66	17.8587404035911	0.66	0.059	2.41753258072237e-61	"8"	"GRIP1"
"COL23A1"	1.63119641363705e-65	-7.6113801384545	0.434	0.024	5.97034199355298e-61	"8"	"COL23A1"
"SPATA13.4"	2.20314144147709e-65	2.25735253506596	0.698	0.069	8.06371798995028e-61	"8"	"SPATA13"
"UTRN.2"	2.44753681706076e-65	-14.4061072971025	0.604	0.049	8.95822950412409e-61	"8"	"UTRN"
"AC020930.1"	3.03778359480015e-65	0.42689893168512	0.151	0.001	1.1118591735328e-60	"8"	"AC020930.1"
"DGKB.4"	5.04476556986864e-65	8.63507106946008	0.868	0.114	1.84643464622762e-60	"8"	"DGKB"
"GRM7"	1.14966952054556e-64	-27.6766769954371	0.396	0.02	4.2079054121488e-60	"8"	"GRM7"
"SPEF2.1"	3.71684490946034e-64	3.26080825316019	0.642	0.058	1.36040240531158e-59	"8"	"SPEF2"
"AL136090.2"	1.30090367185368e-63	0.454150104958222	0.113	0	4.76143752935165e-59	"8"	"AL136090.2"
"LINC02785"	1.32208299003369e-63	0.358282928249094	0.113	0	4.83895595182232e-59	"8"	"LINC02785"
"TMEM117.4"	8.80399101699683e-63	34.5716883009467	0.717	0.081	3.22234875213101e-58	"8"	"TMEM117"
"ARAP3.1"	9.61209586436734e-63	4.66097933012418	0.755	0.087	3.51812320731709e-58	"8"	"ARAP3"
"PLXNA4"	3.3063487955872e-62	10.1182422933181	0.566	0.047	1.21015672267287e-57	"8"	"PLXNA4"
"PLEKHH2.1"	3.79975827767505e-62	-3.52548928695107	0.453	0.028	1.39074952721185e-57	"8"	"PLEKHH2"
"LINC01435"	1.42669511475296e-61	5.87163227930971	0.17	0.002	5.22184678950732e-57	"8"	"LINC01435"
"KCNQ3.2"	1.52892202566023e-61	-2.99099446782099	0.585	0.049	5.59600750611902e-57	"8"	"KCNQ3"
"SHISAL1"	4.09947256190965e-61	0.684853712978594	0.264	0.008	1.50044795238455e-56	"8"	"SHISAL1"
"OSBPL5"	6.62502053477008e-61	1.84849028723973	0.377	0.019	2.42482376593120e-56	"8"	"OSBPL5"
"THSD7A.1"	6.40890119461977e-60	-4.53569989047003	0.604	0.054	2.34572192624278e-55	"8"	"THSD7A"
"NPAS3.2"	7.18385716280183e-60	-341.858252263237	0.698	0.073	2.6293635601571e-55	"8"	"NPAS3"
"FAM222A.1"	2.32835395460459e-59	3.08343586978968	0.396	0.022	8.52200830924827e-55	"8"	"FAM222A"
"SMIM17"	4.34342309632871e-59	1.44541840245143	0.396	0.022	1.58973628748727e-54	"8"	"SMIM17"
"ENOX1.5"	5.19507361844595e-59	-31.3081465698728	0.717	0.078	1.9014488950874e-54	"8"	"ENOX1"
"CFAP206"	2.57537790463629e-58	1.41471768648212	0.208	0.005	9.42614066875929e-54	"8"	"CFAP206"
"AL445433.2"	4.61822693926444e-58	2.14210798550046	0.208	0.005	1.69031724204018e-53	"8"	"AL445433.2"
"PLXDC1"	4.76599542116705e-58	0.596012057700547	0.208	0.005	1.74440198410135e-53	"8"	"PLXDC1"
"PTPN5"	7.34279837598512e-58	0.837819379708581	0.17	0.003	2.68753763359431e-53	"8"	"PTPN5"
"RAB3B"	3.01919884965795e-57	0.873832428845637	0.226	0.006	1.10505697096331e-52	"8"	"RAB3B"
"RFPL1S.1"	3.57311751845383e-57	1.97175564598356	0.453	0.031	1.30779674292929e-52	"8"	"RFPL1S"
"GRM3.1"	3.93115101967509e-57	-18.7350626093168	0.472	0.033	1.43884058471128e-52	"8"	"GRM3"
"ZNF423.4"	1.59546556013913e-56	-0.828580586108885	0.811	0.12	5.83956349666523e-52	"8"	"ZNF423"
"THRB.2"	1.30308945696615e-55	0.600110748216879	0.453	0.031	4.76943772144179e-51	"8"	"THRB"
"NEFL"	1.40013352139492e-55	0.357438475391424	0.113	0.001	5.12462870165755e-51	"8"	"NEFL"
"AC005908.3"	1.44019871725608e-55	0.254744593485963	0.113	0.001	5.27127132502896e-51	"8"	"AC005908.3"
"DNER.4"	1.6256619161059e-55	-18.4353248624379	0.83	0.125	5.95008517913921e-51	"8"	"DNER"
"KLHL1"	2.89917278063179e-55	0.764560205627893	0.226	0.006	1.06112622943904e-50	"8"	"KLHL1"
"TRIM67.1"	3.92091848463156e-55	5.82815095269731	0.679	0.08	1.43509537456e-50	"8"	"TRIM67"
"AL049749.1"	1.0428065724708e-54	0.487972345447484	0.189	0.004	3.81677633590038e-50	"8"	"AL049749.1"
"KRTAP5-11"	1.22020217835164e-54	0.391763537636401	0.132	0.001	4.46606199298483e-50	"8"	"KRTAP5-11"
"GPR153"	1.27988279265436e-54	0.291691265214053	0.132	0.001	4.68449900939423e-50	"8"	"GPR153"
"NRG3.3"	1.34274186210817e-54	-5.75180350609615	0.698	0.081	4.9145694895021e-50	"8"	"NRG3"
"DSCAML1.8"	1.37601697619636e-54	-19.9484015895605	0.906	0.166	5.03635973457630e-50	"8"	"DSCAML1"
